model,best_params,cv_best_roc_auc,test_auroc,test_auprc,test_accuracy,test_precision,test_recall,test_f1,test_brier
DecisionTree,"{'model__max_depth': 5, 'model__min_samples_leaf': 5}",0.5370481927710844,0.610977564102564,0.15067181385898087,0.8017241379310345,0.21052631578947367,0.3333333333333333,0.25806451612903225,0.2125545597020916
LogisticRegression,{'model__C': 1.0},0.6387187775492214,0.5472756410256411,0.13355528166411185,0.7931034482758621,0.16666666666666666,0.25,0.2,0.22733469548374602
